"Id","SalePrice"
1601,56281.8093355195
1602,84184.2827396292
1603,35841.2533342927
1604,258838.181551279
1605,230018.572457706
1606,185599.060237413
1607,208647.139620672
1608,215965.130871416
1609,180148.784725708
1610,163403.829260861
1611,153640.797169857
1612,236431.386042056
1613,186856.564004034
1614,119888.882355646
1615,86081.0429550809
1616,81277.8772211916
1617,94384.6608645628
1618,103239.037539444
1619,153121.450763988
1620,213962.673827714
1621,144986.831361274
1622,140338.832357887
1623,243279.897003972
1624,216827.776779461
1625,95641.4007971261
1626,182931.49712239
1627,187428.700958005
1628,257416.897834979
1629,184418.013167077
1630,335206.859802422
1631,183722.119686838
1632,217544.488900492
1633,171089.977254793
1634,183309.649542439
1635,187038.68462173
1636,183911.213137991
1637,196028.653648531
1638,232575.575883518
1639,197993.928357153
1640,274355.874148179
1641,195853.798806703
1642,268454.587044691
1643,224237.627288161
1644,224747.525865102
1645,206691.567703917
1646,149961.611544426
1647,152165.093116863
1648,139235.404614553
1649,130138.977266728
1650,119683.914452169
1651,119752.72744771
1652,100641.223401608
1653,98293.0996770684
1654,170670.170053274
1655,149070.702886063
1656,165006.389290199
1657,171288.112617744
1658,168845.687386843
1659,105428.664013844
1660,147000.994305173
1661,422540.828372438
1662,366794.086859616
1663,365602.471080357
1664,430210.33677605
1665,342728.096910595
1666,303662.592518582
1667,366348.967500047
1668,339181.911602504
1669,318266.350811295
1670,345035.290055566
1671,244955.498223109
1672,400142.369247584
1673,265798.609194606
1674,247042.779714446
1675,210338.982590535
1676,203053.120551952
1677,209304.953556176
1678,409147.057764601
1679,378967.813333964
1680,339799.825433132
1681,310507.159397871
1682,291867.914065046
1683,210334.904686032
1684,190311.003388364
1685,190970.722090899
1686,191606.852474609
1687,186211.332449283
1688,208288.382588575
1689,205017.093783627
1690,191049.897754241
1691,183041.532935392
1692,290682.707030875
1693,174397.362613864
1694,174141.243335358
1695,168325.720865832
1696,268199.373720511
1697,159718.704667418
1698,300963.573961926
1699,293642.660170884
1700,240078.729592227
1701,250713.702657639
1702,238920.322256387
1703,247345.335912248
1704,246125.069769642
1705,259067.363654462
1706,401234.269446707
1707,263869.177535543
1708,207061.892985407
1709,241882.163676949
1710,220656.619656132
1711,278754.252439136
1712,252763.86092773
1713,291579.642411427
1714,216957.416059846
1715,197890.25390287
1716,179842.168923047
1717,177911.038293815
1718,149267.671491394
1719,203769.911399004
1720,226144.320014011
1721,176776.684779313
1722,145843.077111488
1723,170511.787987055
1724,214310.621341586
1725,227652.276246412
1726,191337.276554765
1727,183462.469836629
1728,183464.683177487
1729,154984.838564096
1730,191821.239501524
1731,121197.296266187
1732,111859.84889147
1733,103165.508742342
1734,116855.343354564
1735,121335.077948948
1736,104964.623610423
1737,278831.284230617
1738,222595.525947931
1739,304491.131574373
1740,243995.878528109
1741,206692.24644098
1742,201478.385239252
1743,189334.501679522
1744,284567.467633739
1745,217912.666937739
1746,231562.836884875
1747,232396.576708621
1748,249371.584779654
1749,179884.461952311
1750,134401.944356045
1751,261988.167426507
1752,101224.835505979
1753,172349.719250502
1754,201264.329391487
1755,181598.552348954
1756,123298.215291283
1757,98753.0652480992
1758,175415.302652288
1759,188780.803935888
1760,183560.810036703
1761,168640.43628613
1762,187047.672978295
1763,198663.036390023
1764,104989.022402592
1765,178080.484589039
1766,167192.537705121
1767,209975.895866503
1768,130024.269918121
1769,169871.330804223
1770,129760.870566827
1771,124133.262774315
1772,162168.634231155
1773,142802.37333036
1774,205878.809822328
1775,114683.848045041
1776,128072.395301323
1777,85374.6852062835
1778,127198.365008202
1779,132437.982686913
1780,149659.772561422
1781,125149.76611235
1782,92840.2122532894
1783,147269.457962104
1784,82043.6592378783
1785,166401.039925373
1786,242429.110961852
1787,157904.157365949
1788,73792.8572346197
1789,115401.262321883
1790,66615.4418009953
1791,235696.235623546
1792,147764.659238845
1793,136824.441072983
1794,135314.498544319
1795,120583.684123798
1796,140217.295689528
1797,119666.546484168
1798,112220.303175944
1799,86316.4831327334
1800,132188.390700838
1801,125495.679319733
1802,161277.868058398
1803,175446.414938352
1804,152523.31845564
1805,123488.873317404
1806,124886.520210904
1807,142764.795393343
1808,123305.663978973
1809,87620.6336264245
1810,138551.487509459
1811,104688.390679322
1812,86061.0089647106
1813,105585.357464987
1814,83680.5050903032
1815,61576.7197658595
1816,66748.1912168896
1817,130811.267882471
1818,191455.346156402
1819,161493.033533806
1820,26505.2872736263
1821,122955.201433867
1822,146049.571104513
1823,8938.66433179332
1824,165249.303089358
1825,149284.337571814
1826,100882.490735527
1827,86751.6879756145
1828,134857.901765725
1829,142700.092456056
1830,137275.128754113
1831,140330.350696091
1832,134017.616713595
1833,139410.269431078
1834,116754.979137132
1835,116215.646869983
1836,127377.628306756
1837,91845.4628442495
1838,98255.235212912
1839,75170.9150058405
1840,132555.783702542
1841,135646.062659278
1842,99092.3989743478
1843,129709.253951364
1844,148956.828526597
1845,170417.620705722
1846,143682.998798188
1847,213774.674882451
1848,63152.1718616793
1849,150091.697260636
1850,114092.974705952
1851,162325.023473147
1852,140616.934159188
1853,150939.429044804
1854,165107.886192338
1855,193760.253595344
1856,224826.943243977
1857,166656.534266796
1858,195878.445469007
1859,169646.396265281
1860,199329.199138775
1861,167934.099075327
1862,332279.349781754
1863,332279.349781754
1864,332279.349781754
1865,333911.649111886
1866,340417.380367413
1867,226121.3299703
1868,300722.684938956
1869,198893.096820564
1870,203090.269229376
1871,269354.135924442
1872,186392.151547551
1873,208777.553935969
1874,120958.897815514
1875,178519.985113585
1876,196363.561781573
1877,201100.773706277
1878,213372.781503784
1879,120268.154436242
1880,122345.39874359
1881,227666.155049973
1882,243414.554471481
1883,212423.596690341
1884,210395.634756299
1885,219696.405807727
1886,285095.091229999
1887,208489.018941798
1888,236276.936225863
1889,184672.412509207
1890,121244.068309277
1891,140623.252495104
1892,99687.0455335284
1893,131613.774663596
1894,151529.312358621
1895,168094.717488771
1896,136071.562447442
1897,123246.353741959
1898,122337.62723609
1899,153620.796676056
1900,107962.044804806
1901,159687.213023173
1902,142494.84317272
1903,217181.842665322
1904,125922.855037601
1905,178619.144245638
1906,138639.734786461
1907,220463.508921521
1908,121581.48994969
1909,156638.457469385
1910,138499.902808464
1911,210710.103364398
1912,325506.901468614
1913,187098.50979658
1914,15225.3781471851
1915,304314.362365121
1916,70576.1396200541
1917,242774.358508031
1918,126213.549450408
1919,184410.764862145
1920,186630.96927766
1921,359132.504132045
1922,320945.103851683
1923,244753.03828293
1924,216770.48450869
1925,218628.14949049
1926,360680.475927703
1927,138507.850206127
1928,170316.040858917
1929,109398.337521187
1930,142257.33080265
1931,143337.746793185
1932,149037.870418842
1933,165688.89122826
1934,172061.71116896
1935,174342.298980953
1936,173966.894548079
1937,185774.386984547
1938,189363.545433566
1939,263294.560028897
1940,180033.164497573
1941,182626.608733079
1942,195432.689492692
1943,192955.043975131
1944,358551.67989078
1945,350334.767620932
1946,175381.212464287
1947,320791.385551844
1948,167576.257071871
1949,266484.635863584
1950,166227.286460289
1951,270241.569068568
1952,240723.364301694
1953,195160.911228957
1954,215208.474158288
1955,133339.895948709
1956,307713.594137017
1957,174146.632303684
1958,271465.326159879
1959,173017.595719334
1960,118296.397288832
1961,123556.577912235
1962,98147.2983388222
1963,108086.169091516
1964,116586.480643447
1965,154976.059757255
1966,140276.258482059
1967,274492.10709032
1968,406521.851766225
1969,359755.073321303
1970,393733.553103595
1971,403046.854810547
1972,362515.598368129
1973,244500.244290854
1974,350327.700285064
1975,413518.433785102
1976,246490.120666379
1977,350946.568209924
1978,344803.013177829
1979,309073.645418082
1980,203950.471301829
1981,355417.195659807
1982,203139.636122168
1983,203655.877246802
1984,190303.078155806
1985,226391.215792276
1986,221041.676029218
1987,194351.667215769
1988,192880.059516353
1989,206824.789535452
1990,225614.907045585
1991,209304.953556176
1992,217857.84135267
1993,204738.919110617
1994,224576.675771683
1995,182300.372688973
1996,268921.871262537
1997,353342.143219719
1998,276529.274669916
1999,282855.130977246
2000,281478.424065876
2001,262323.604904801
2002,273773.590038519
2003,245523.323222374
2004,240535.468836401
2005,266865.105650765
2006,204105.765216896
2007,254542.706642732
2008,196963.836807813
2009,196475.925893587
2010,197832.66877647
2011,154152.100596515
2012,175483.594257711
2013,184938.056405068
2014,197034.107685543
2015,195378.491617983
2016,191235.800247145
2017,196598.912960231
2018,122223.435356875
2019,129563.690595603
2020,103557.430739977
2021,108595.966575453
2022,185280.774345241
2023,176829.084802011
2024,286097.013568252
2025,303331.2817413
2026,188683.187578199
2027,169623.412625258
2028,182831.535598813
2029,177820.82016286
2030,283569.129066006
2031,254516.275776086
2032,299336.450958506
2033,274410.113018163
2034,186529.706470617
2035,202284.436539119
2036,213265.057889003
2037,214086.081620418
2038,305045.204525087
2039,191312.088535348
2040,321709.630245145
2041,265545.444030884
2042,222782.98715956
2043,158150.860874068
2044,192215.991388654
2045,199577.027965584
2046,172325.650454709
2047,141364.751537496
2048,123439.15521799
2049,180342.314571309
2050,164472.730190269
2051,109500.904969259
2052,131317.771504578
2053,143406.082649583
2054,83245.5563134943
2055,183590.559820399
2056,159809.30669065
2057,115439.64870123
2058,215116.683448678
2059,144934.50808287
2060,164796.699679308
2061,191889.106036012
2062,116505.757109977
2063,116943.670054839
2064,133971.818207353
2065,116081.604012499
2066,210813.223301842
2067,177596.03105929
2068,185342.386596862
2069,95743.5395957762
2070,102330.846763968
2071,80052.3192416788
2072,173906.981166044
2073,142247.904850917
2074,158440.426364891
2075,123940.210710561
2076,115530.782290612
2077,146873.294335644
2078,112366.54463855
2079,132679.805227401
2080,106548.011691216
2081,118218.329101093
2082,159732.628997142
2083,151441.824130691
2084,94172.7729092794
2085,119680.368061504
2086,123137.077683556
2087,121959.212911307
2088,97154.8953416341
2089,62660.9001605934
2090,117901.455748716
2091,98849.3957967774
2092,144977.796284179
2093,193474.628222157
2094,102231.197978683
2095,142426.633162881
2096,74645.2764586562
2097,73617.2597959458
2098,151123.225186742
2099,49300.2538953996
2100,124246.629076232
2101,120655.431484433
2102,101580.666522515
2103,72594.9920917533
2104,177427.730672438
2105,112942.800113502
2106,91593.5117423857
2107,183329.80609872
2108,97107.0081302246
2109,104575.245953708
2110,126666.57870092
2111,155457.422682312
2112,153067.381935188
2113,116043.466665005
2114,88250.4538071305
2115,153700.840596686
2116,104763.686979944
2117,118292.878783049
2118,115121.539753816
2119,88461.6296859932
2120,94605.064744075
2121,85534.7475477594
2122,85422.5815843702
2123,78376.5875057106
2124,171696.733749844
2125,151339.875678039
2126,167131.625254338
2127,141008.324363896
2128,117780.801196268
2129,83117.5917329894
2130,116891.967319759
2131,188477.609192712
2132,109194.160292873
2133,102742.955124875
2134,103074.659953395
2135,74230.5355530533
2136,85171.146165808
2137,109833.431047241
2138,156654.513804854
2139,149623.029252408
2140,133696.72736265
2141,156864.556198733
2142,126267.757929316
2143,152239.924982988
2144,120673.572884705
2145,129105.658307132
2146,147394.461679641
2147,205376.517161107
2148,160753.952982243
2149,159894.185256921
2150,199584.25381939
2151,112525.651902728
2152,146593.737231168
2153,178844.686071651
2154,99814.7808833724
2155,119641.592096084
2156,270313.433920853
2157,233654.796397061
2158,236332.527412429
2159,232565.366932521
2160,183145.776907591
2161,240703.91806865
2162,351997.372958419
2163,354583.00986286
2164,232670.327084606
2165,200196.361250919
2166,144504.369617113
2167,210598.281957658
2168,199324.287738265
2169,191549.606112577
2170,205711.320863137
2171,159560.710899092
2172,146641.07408393
2173,173562.856030469
2174,243622.740953424
2175,248758.459675419
2176,295988.527639474
2177,242654.262878575
2178,213898.987682974
2179,147078.912024403
2180,212036.966291261
2181,197873.651620629
2182,224732.93081961
2183,190972.100657745
2184,124881.589272285
2185,149364.812115264
2186,148544.752405922
2187,152919.816031648
2188,148588.006798936
2189,421634.173757775
2190,107443.865890557
2191,108940.965151996
2192,81491.5766150416
2193,144615.968329776
2194,98304.2959520879
2195,116829.652831315
2196,173293.812378962
2197,129482.022670584
2198,144501.58792932
2199,183866.591443216
2200,116119.47367708
2201,131711.608600135
2202,145280.273872309
2203,146316.954697333
2204,184772.803531969
2205,121807.654298666
2206,127217.981331969
2207,178680.985828267
2208,220907.281145124
2209,209617.734345057
2210,128603.46145592
2211,81145.4507834649
2212,86468.0706790597
2213,89263.7919336786
2214,154280.291430502
2215,81836.514079238
2216,154586.847212383
2217,83664.1187079218
2218,53191.5307665315
2219,37720.7435556341
2220,17871.1717286366
2221,304624.107039902
2222,302415.24696275
2223,310545.588078216
2224,228772.505118446
2225,170197.30264393
2226,213638.309819187
2227,219332.42536207
2228,264525.671071616
2229,210254.240356217
2230,162454.849871715
2231,203276.195272192
2232,196998.176658781
2233,198381.375707391
2234,256073.330520398
2235,257917.905522184
2236,228948.718022261
2237,317601.033973431
2238,187396.830945891
2239,127447.487338047
2240,191293.613189066
2241,162563.649518214
2242,126798.53543504
2243,145553.167373496
2244,100309.336801567
2245,106839.824329708
2246,144127.475714551
2247,85768.8371823781
2248,109997.440910899
2249,121990.809051101
2250,120911.980644186
2251,126343.364868458
2252,188429.501861376
2253,164815.061081025
2254,191287.867841576
2255,193642.703863209
2256,179722.487816573
2257,222335.942937075
2258,174137.044209546
2259,187927.067974933
2260,146308.779746067
2261,153326.072202745
2262,192018.708210127
2263,359236.658422475
2264,357360.678477691
2265,182471.502408426
2266,308772.882601826
2267,342796.961018797
2268,362687.174235633
2269,160262.51457131
2270,193505.830682408
2271,216736.730416014
2272,232456.31400136
2273,176973.540682366
2274,185794.680877115
2275,156612.95238014
2276,201056.61490878
2277,183162.378472812
2278,164122.662528741
2279,171248.235631498
2280,106624.808348913
2281,189899.825640104
2282,185397.787812119
2283,112232.026152805
2284,172837.636561649
2285,130690.098181693
2286,111909.220763894
2287,347104.300642892
2288,287293.363915317
2289,275225.302866447
2290,397920.053112944
2291,360720.748719443
2292,374724.902027627
2293,414778.237047173
2294,394686.89843685
2295,399730.325460763
2296,246876.350617515
2297,341735.230825906
2298,348749.405196398
2299,364853.986933074
2300,313304.885451167
2301,319994.212983265
2302,230356.531532243
2303,227828.757681274
2304,225484.120416774
2305,202514.010712865
2306,202514.010712865
2307,211063.302252052
2308,221631.203946761
2309,316525.976250713
2310,201738.665694025
2311,211905.182790681
2312,202698.265964648
2313,195479.783946904
2314,179272.829790378
2315,192888.538456944
2316,214816.385692525
2317,190511.948367773
2318,185185.692556581
2319,181929.551884067
2320,182955.436541145
2321,234675.800547748
2322,195805.052799891
2323,173611.500588497
2324,186211.332449283
2325,215241.496445128
2326,205262.995668875
2327,216134.100190124
2328,224617.088219939
2329,186385.208173211
2330,195314.99940318
2331,306519.46114911
2332,361025.288701208
2333,281027.84001855
2334,266003.635008227
2335,281189.185993908
2336,287602.847987013
2337,191594.754181364
2338,235228.701115477
2339,223976.447954184
2340,366151.617482472
2341,231450.819293967
2342,211456.862611386
2343,219354.303323019
2344,230548.44304712
2345,225692.671531562
2346,196848.44863698
2347,196305.982283388
2348,212909.243798101
2349,193485.314079693
2350,343479.597243522
2351,269294.241543004
2352,255830.067557139
2353,283593.12255093
2354,127761.169579431
2355,148718.138699078
2356,172207.473263201
2357,204780.140241453
2358,202030.047705295
2359,146701.658046767
2360,119867.55434485
2361,132236.001176599
2362,258457.801548165
2363,130157.520149624
2364,176990.168796384
2365,212289.721963958
2366,182759.312927092
2367,215136.505111788
2368,248057.320579352
2369,231108.235092852
2370,188018.910687998
2371,197290.632042849
2372,200160.098033971
2373,284904.436121244
2374,306939.375414274
2375,206719.475787338
2376,289761.868048278
2377,296568.632036616
2378,137496.469022915
2379,231354.51417472
2380,143748.476453505
2381,161234.28567194
2382,205194.764863463
2383,221647.631295491
2384,236261.210233935
2385,146020.095006683
2386,119861.155597132
2387,139861.535639023
2388,153295.012379951
2389,153682.240873973
2390,149485.897945769
2391,134583.570927969
2392,101396.987243907
2393,154182.57562194
2394,134090.395536183
2395,195885.497770943
2396,154876.626679609
2397,203106.311449693
2398,115616.541686565
2399,80861.4081883425
2400,57283.3445391032
2401,97519.782800259
2402,124319.965485333
2403,180682.345500907
2404,160802.940405211
2405,159137.903499818
2406,121349.210826397
2407,106901.033794653
2408,150561.986262309
2409,132048.328705477
2410,213022.567636649
2411,102649.36072987
2412,156179.902135219
2413,124913.935158414
2414,182480.441508513
2415,171814.926219899
2416,115616.969349359
2417,110597.615074317
2418,123834.496906941
2419,133382.737325918
2420,123034.969295932
2421,172657.399598041
2422,101260.1676996
2423,105447.226976764
2424,178361.370807952
2425,259850.463826011
2426,121663.171663239
2427,124148.969522805
2428,184220.712320457
2429,102607.007363708
2430,110602.832383955
2431,134493.762905667
2432,130061.649197919
2433,131672.978212782
2434,128482.415521352
2435,157814.46766938
2436,104118.740930167
2437,101072.897157632
2438,115272.627663921
2439,96825.3911709157
2440,111914.947660381
2441,90226.1636387851
2442,92439.9312002462
2443,135894.476078473
2444,122193.278844916
2445,76756.4422556648
2446,137038.131855587
2447,149870.332562326
2448,127887.98609797
2449,103487.080449783
2450,139840.251021078
2451,125828.206702035
2452,177797.777363239
2453,94254.1541389161
2454,133700.24992282
2455,109107.523109704
2456,111253.162653932
2457,98353.9762131493
2458,111847.197529671
2459,82437.9682866852
2460,135804.184906111
2461,105342.492988653
2462,124538.270948904
2463,130024.184249239
2464,152576.643064358
2465,140151.085290261
2466,123226.040434206
2467,136891.988965426
2468,86843.8900365799
2469,89902.7700104226
2470,206461.44985158
2471,186431.175197631
2472,170239.24703387
2473,118143.276749608
2474,107185.328036253
2475,218403.334220251
2476,112706.491120773
2477,120063.877933309
2478,179555.017815633
2479,123761.031091968
2480,135631.496228814
2481,126023.170597784
2482,127182.089030428
2483,106399.525577766
2484,131369.763677829
2485,127161.22084422
2486,147010.53219106
2487,240048.790119487
2488,150080.162732494
2489,172521.710783524
2490,150328.454442751
2491,117345.754896336
2492,191709.283514974
2493,170746.224919652
2494,178419.540488626
2495,124156.817570062
2496,283744.437075777
2497,166044.769576297
2498,98444.0939658642
2499,122203.003941799
2500,123866.057821221
2501,129899.121994068
2502,143060.456500846
2503,115520.473116291
2504,201591.288638014
2505,223118.225159968
2506,248242.237191793
2507,267049.010015898
2508,247954.04724776
2509,225965.800705543
2510,217759.592067857
2511,183271.474262104
2512,203849.125533131
2513,221736.443860469
2514,245464.695918699
2515,142960.324495124
2516,169661.715997296
2517,134128.921461123
2518,144275.646337475
2519,219210.918028107
2520,194189.578373233
2521,192379.831557734
2522,221348.328820015
2523,126818.442472512
2524,153011.496049928
2525,138817.786359125
2526,139108.783125272
2527,116268.327216198
2528,117352.922199547
2529,180478.002956264
2530,142178.45971287
2531,221247.003446169
2532,218733.262820737
2533,209883.475861012
2534,230625.338076263
2535,269448.989928266
2536,246843.594684808
2537,206198.187324567
2538,180407.17125705
2539,179446.521892854
2540,197662.733939959
2541,192682.9871629
2542,183665.814111485
2543,138756.084106105
2544,130428.331241919
2545,136153.562826205
2546,141178.647235628
2547,145392.118311542
2548,194012.014956514
2549,158578.874795869
2550,642827.441062373
2551,158130.21070037
2552,106156.45479153
2553,107221.077019812
2554,110843.754822892
2555,92887.9205321906
2556,99457.7248042008
2557,114713.123617272
2558,175363.167554531
2559,131987.096206799
2560,121137.671859204
2561,111983.223450178
2562,129893.520744915
2563,123940.922223364
2564,179330.557716232
2565,150536.349169858
2566,172280.497510851
2567,128161.682428803
2568,204877.394855561
2569,190021.412844795
2570,128822.75108571
2571,215743.160483005
2572,132500.665165422
2573,223966.778968675
2574,305323.76715945
2575,125518.562481794
2576,103843.67979488
2577,182911.936422864
2578,71892.9015379247
2579,80555.2921351739
2580,78603.7866903477
2581,76594.9771742738
2582,71468.6738077396
2583,224093.827021601
2584,188925.056523822
2585,222060.715248901
2586,202575.552356761
2587,189674.852931518
2588,113801.15896441
2589,151139.667513911
2590,229363.528287561
2591,286261.664316652
2592,218593.506710851
2593,281000.688338639
2594,180328.770155142
2595,234688.221697269
2596,282688.714021606
2597,235749.376855092
2598,257135.069340349
2599,343592.102973594
2600,237028.483868077
2601,169667.064679769
2602,94384.6608645628
2603,99501.6230873162
2604,86156.3558489834
2605,95620.5459935029
2606,172184.880089386
2607,207314.524302006
2608,233008.624203663
2609,160097.384021085
2610,96384.3827020255
2611,166038.978600809
2612,149540.585125472
2613,118964.694539354
2614,111629.692198103
2615,150534.01472185
2616,153012.34396146
2617,212937.399983997
2618,263774.714313312
2619,211766.316998932
2620,175124.580017049
2621,179659.408271649
2622,193290.382699662
2623,233878.199323908
2624,277044.036181812
2625,278117.08364473
2626,166395.948975821
2627,157844.792622154
2628,392261.950706859
2629,428135.810056054
2630,314531.780418496
2631,404053.557508991
2632,392343.956198398
2633,277940.186586981
2634,375575.465464569
2635,160991.432072346
2636,191056.360918216
2637,209742.440190388
2638,246007.178377997
2639,209194.026933347
2640,146105.840932922
2641,117240.87582452
2642,188619.55829113
2643,119894.548923025
2644,159187.560549386
2645,99632.1160939727
2646,98328.1270024413
2647,115292.187691217
2648,150160.346552397
2649,151343.196581075
2650,118871.429922508
2651,164697.418007964
2652,376090.157297237
2653,237937.556350445
2654,278983.277309411
2655,359781.527164674
2656,310218.275724785
2657,343760.172184477
2658,350391.924263453
2659,302515.371276887
2660,359778.10793274
2661,302815.070543645
2662,350316.121062602
2663,249008.342125643
2664,312429.68664172
2665,342521.13505007
2666,285070.099622941
2667,187909.42052142
2668,180920.405150992
2669,190340.603076619
2670,264753.282077751
2671,183321.988017936
2672,203071.96306953
2673,214668.924759205
2674,206218.675280258
2675,175831.811251687
2676,200472.367077664
2677,198409.568003926
2678,254764.161439686
2679,245528.769775505
2680,259758.338518394
2681,405689.095910122
2682,296850.96653559
2683,458437.868251929
2684,283333.255431362
2685,309053.8714213
2686,234033.735768666
2687,295698.601724676
2688,206800.06381251
2689,191869.575927599
2690,388708.093414652
2691,202962.04722784
2692,139820.382842654
2693,199893.695984661
2694,147475.187131414
2695,202524.536272185
2696,192729.321346021
2697,187228.735581516
2698,199052.406316151
2699,188599.361406489
2700,174820.796716835
2701,165676.769692249
2702,123136.364657623
2703,156866.776704466
2704,152455.352144954
2705,109946.695795801
2706,107359.317919427
2707,122100.737793436
2708,113059.963413898
2709,91545.0017220898
2710,118167.275674136
2711,324486.498643998
2712,369679.826872565
2713,190156.742120526
2714,170805.332566013
2715,202412.365524681
2716,160987.860553564
2717,196177.515274525
2718,222308.296716103
2719,156551.327464406
2720,157108.953942692
2721,128577.17398172
2722,177459.526374895
2723,157259.725906418
2724,116221.363961742
2725,119841.271156188
2726,126397.901633741
2727,196405.054049694
2728,177355.512462012
2729,147990.619209469
2730,131220.866612457
2731,102180.857955616
2732,121391.648004419
2733,169016.747055778
2734,169026.54641953
2735,127394.986126839
2736,159589.715642419
2737,102812.090549499
2738,169752.493710629
2739,161343.242427953
2740,132255.157550015
2741,142877.633845907
2742,175316.365738778
2743,158229.276309685
2744,127474.777887501
2745,133838.031588048
2746,107798.029697604
2747,204604.954732413
2748,140792.713695842
2749,118212.806723661
2750,112460.864686025
2751,97837.9287992677
2752,237858.6615127
2753,152588.658665767
2754,243019.234969502
2755,131507.975083028
2756,95650.5192351593
2757,90375.845982538
2758,55010.8112622184
2759,143420.883443805
2760,153948.301171937
2761,149418.104255873
2762,130531.989973292
2763,212643.702475429
2764,187083.266782183
2765,252275.983611549
2766,153339.897969471
2767,122159.542306513
2768,140432.725244514
2769,121630.871281964
2770,126256.356145595
2771,99679.9790948042
2772,102027.559731011
2773,140612.044527303
2774,141364.948798592
2775,129130.693403925
2776,129306.314445217
2777,116220.104907286
2778,109469.233822411
2779,139469.778364599
2780,89322.4892401193
2781,76199.89415077
2782,84280.0185822217
2783,92720.2964781086
2784,105785.558355731
2785,145469.887286453
2786,42780.7415166908
2787,96046.0902209231
2788,72305.9602868879
2789,157703.589358219
2790,75908.4351985934
2791,106712.472202436
2792,31915.6033469241
2793,151532.27039561
2794,89817.7984397946
2795,116096.602549018
2796,88546.7797268591
2797,212993.520356567
2798,118736.517003572
2799,87019.8424952361
2800,76320.8481138681
2801,87440.3957918129
2802,141164.700909645
2803,195054.859546393
2804,178270.943546445
2805,113825.865438942
2806,92814.2011134802
2807,137530.612451647
2808,154106.048996717
2809,107595.358798492
2810,116093.043861968
2811,187794.008328487
2812,148531.609979606
2813,215341.45104848
2814,204574.673632477
2815,96125.1624486256
2816,219505.76261379
2817,156210.458716163
2818,123302.911231254
2819,183059.124291602
2820,162627.389838839
2821,131643.572328765
2822,204324.418577002
2823,326688.849816485
2824,189109.191482574
2825,173046.866207901
2826,134382.08002867
2827,140577.714926472
2828,304991.518631071
2829,224689.4470668
2830,227906.203332484
2831,180967.571464345
2832,237823.886213413
2833,314906.651941532
2834,205833.533707027
2835,225473.233485597
2836,204362.478636876
2837,172825.856831077
2838,149649.138914883
2839,200474.880259354
2840,175562.380876393
2841,198446.869130494
2842,213546.134513253
2843,146492.549657142
2844,174579.841160388
2845,102769.691917154
